city,feature,train_mean,test_mean,train_std,test_std,standardized_mean_diff,abs_standardized_mean_diff
iq,station_precip_mm,62.0125,33.87596153846154,62.67668166456197,31.848791171243516,-0.565982515339452,0.565982515339452
iq,ndvi_nw,0.23862755644230765,0.2705741223717949,0.07661501508944618,0.07855161170395604,0.4117390283482808,0.4117390283482808
iq,reanalysis_precip_amt_kg_per_m2,57.589144230769236,72.6099358974359,50.107374763329986,53.83903724031111,0.2888242378218471,0.2888242378218471
iq,precipitation_amt_mm,64.27230769230769,57.92461538461539,35.10462372948014,31.899223559862463,-0.1892560330466483,0.1892560330466483
iq,reanalysis_sat_precip_amt_mm,64.27230769230769,57.92461538461539,35.10462372948014,31.899223559862463,-0.1892560330466483,0.1892560330466483
iq,ndvi_sw,0.26653651876923073,0.28223487461538466,0.08624940620061913,0.08431035631366189,0.1840685190958791,0.1840685190958791
iq,reanalysis_relative_humidity_percent,88.6603914835154,89.60601648352308,7.5648993855833915,6.65512889575453,0.13272766932777838,0.13272766932777838
iq,station_diur_temp_rng_c,10.510408653845346,10.708899572651026,1.530433528673991,1.4941704526304596,0.13124141576770473,0.13124141576770473
iq,ndvi_se,0.25000278467307696,0.2585829925641026,0.07745360300534615,0.07137152045796297,0.11520973868341026,0.11520973868341026
iq,reanalysis_min_air_temp_k,292.87663461538455,292.71794871794873,1.6606946631206432,1.5685410183943056,-0.09824078354089359,0.09824078354089359
iq,reanalysis_air_temp_k,297.8705700549664,297.7602380952564,1.1680408262701103,1.1044123824611267,-0.0970657920757838,0.0970657920757838
iq,station_min_temp_c,21.205673076923077,21.085256410256413,1.2613383756649141,1.2954351361199554,-0.09418586338381228,0.09418586338381228
iq,reanalysis_specific_humidity_g_per_kg,17.101785714286155,17.214368131873076,1.4423558880004548,1.2853913495125806,0.08240974982830475,0.08240974982830475
iq,reanalysis_avg_temp_k,299.1338873626327,299.0390109890064,1.328843842884161,1.3103209544664558,-0.07189701609892421,0.07189701609892421
iq,reanalysis_dew_point_temp_k,295.4984409340683,295.5798901099359,1.413767042835562,1.2449524214498044,0.06114634310100552,0.06114634310100552
iq,reanalysis_tdtr_k,9.196126373625884,9.321245421245898,2.4458696265811,2.1484666897596565,0.054352888833045315,0.054352888833045315
iq,reanalysis_max_air_temp_k,307.0717307692308,306.97564102564104,2.3804354462760915,2.1509599295879824,-0.04235638663550749,0.04235638663550749
iq,ndvi_ne,0.2636007493461539,0.2668887962179487,0.0814814552578441,0.0746858174536045,0.0420694830918138,0.0420694830918138
iq,weekofyear_cos,-2.8042791930624414e-05,-0.01282051282051289,0.7077481201372432,0.709267495716345,-0.01805549992784073,0.01805549992784073
iq,station_avg_temp_c,27.511734890110095,27.51614621489359,0.9063060623770974,0.7659327501122655,0.0052574599319188346,0.0052574599319188346
iq,station_max_temp_c,33.97701923076923,33.97019230769231,1.3347630469832579,1.3111774915670493,-0.005160094696215723,0.005160094696215723
iq,weekofyear_sin,0.0004636026163666429,0.0,0.7078270725158681,0.7093841036079205,-0.0006542459506126869,0.0006542459506126869
sj,station_diur_temp_rng_c,6.753891941391991,6.152912087912038,0.8356838944865779,0.6860280332016101,-0.7860809613903658,0.7860809613903658
sj,station_min_temp_c,22.593803418803418,23.094423076923075,1.5054159124095545,1.5007262250504594,0.33306412408184893,0.33306412408184893
sj,ndvi_nw,0.0662641729994658,0.03734870798088461,0.09129163603895492,0.08698587243244611,-0.32429256457741606,0.32429256457741606
sj,ndvi_ne,0.05809562504967949,0.024490471064230766,0.10266041495833814,0.12751014356355786,-0.29031516098730664,0.29031516098730664
sj,precipitation_amt_mm,35.38530448717949,26.31711538461538,44.52827182174548,31.60351713825331,-0.23486298131139446,0.23486298131139446
sj,reanalysis_sat_precip_amt_mm,35.38530448717949,26.31711538461538,44.52827182174548,31.60351713825331,-0.23486298131139446,0.23486298131139446
sj,ndvi_sw,0.16608843912393162,0.15321030373076922,0.05577570726448296,0.05502065524963201,-0.23245955144756747,0.23245955144756747
sj,reanalysis_air_temp_k,299.1572947191746,299.4500054945096,1.2363226339693545,1.281812523588797,0.23244425492726267,0.23244425492726267
sj,station_precip_mm,26.778846153846153,33.98307692307692,29.24141139328766,36.18833621147396,0.21898188366477647,0.21898188366477647
sj,reanalysis_avg_temp_k,299.2705204517831,299.5354258241731,1.218687699624277,1.2682111153293247,0.2129985035620823,0.2129985035620823
sj,reanalysis_min_air_temp_k,297.2972222222222,297.55923076923074,1.2934585638692948,1.3683231658889223,0.19678922098317367,0.19678922098317367
sj,reanalysis_precip_amt_kg_per_m2,30.423621794871792,23.66367307692308,35.52280164045749,34.43340851664522,-0.193238861815285,0.193238861815285
sj,station_avg_temp_c,26.997939560440546,27.26142857142846,1.415530047227557,1.4215926061238537,0.1857434038714328,0.1857434038714328
sj,reanalysis_max_air_temp_k,301.3915064102564,301.59076923076924,1.2593649091071324,1.311808333881557,0.1549653527461593,0.1549653527461593
sj,reanalysis_tdtr_k,2.5142246642246366,2.5883791208789613,0.4981344621248227,0.48044020447437363,0.1515312829666027,0.1515312829666027
sj,reanalysis_dew_point_temp_k,295.1035073260037,295.3098434066076,1.5679068726765766,1.6653923279739575,0.1275739402833157,0.1275739402833157
sj,reanalysis_specific_humidity_g_per_kg,16.54625534188018,16.741519230766155,1.558857264733126,1.6811584439533014,0.12044690193164222,0.12044690193164222
sj,reanalysis_relative_humidity_percent,78.56890720390584,78.18302747252923,3.380443518397783,3.401389835848662,-0.11379751483196905,0.11379751483196905
sj,station_max_temp_c,31.59620726495727,31.666538461538458,1.7196175534860425,1.709454613534701,0.04102036018366604,0.04102036018366604
sj,weekofyear_sin,0.0003863355136388729,0.00046360261636664633,0.7075176516163588,0.7085099738541698,0.00010913216997375352,0.00010913216997375352
sj,ndvi_se,0.17708980080982906,0.17709450946153846,0.05692582509521422,0.06674657145134011,7.590821666330174e-05,7.590821666330174e-05
sj,weekofyear_cos,-2.3368993275533865e-05,-2.8042791930620145e-05,0.7074518650808661,0.7084309453034301,-6.601955336097305e-06,6.601955336097305e-06
