weekofyear,seasonal_mean,seasonal_abs_mean
1,-1.0074547057560523,1.0074547057560523
2,-0.9837422462473331,0.9837422462473331
3,-1.2497933555869736,1.2497933555869736
4,-1.3678259288927808,1.3678259288927808
5,-1.7826696204047618,1.7826696204047618
6,-1.5552194585753991,1.5552194585753991
7,-1.4167322016072244,1.4167322016072244
8,-1.3172808292998515,1.3172808292998515
9,-1.6758075608715597,1.6758075608715597
10,-1.8019044349339681,1.8019044349339681
11,-1.57629391820207,1.57629391820207
12,-1.6824487517984377,1.6824487517984377
13,-1.3956897289812538,1.3956897289812538
14,-1.2555387952472552,1.2555387952472552
15,-1.329318282525028,1.329318282525028
16,-1.0918835034247527,1.0918835034247527
17,-0.7590074059229357,0.7590074059229357
18,-0.49210950112318297,0.49210950112318297
19,-0.12604100623696116,0.12604100623696116
20,-0.19860953898514014,0.19860953898514014
21,0.10779160268431512,0.10779160268431512
22,0.4328297823080728,0.4328297823080728
23,0.6867572772608174,0.6867572772608174
24,0.785801362180717,0.785801362180717
25,0.8466317321687998,0.8466317321687998
26,0.8702646855538866,0.8702646855538866
27,1.0376492260153114,1.0376492260153114
28,0.9065166630284652,0.9065166630284652
29,0.8458660502313355,0.8458660502313355
30,0.9103762872272362,0.9103762872272362
31,1.0031259161036483,1.0031259161036483
32,1.1185175508693683,1.1185175508693683
33,1.2616540866263952,1.2616540866263952
34,1.1749430386164248,1.1749430386164248
35,1.344192514851393,1.344192514851393
36,1.1910284632059118,1.1910284632059118
37,1.3221903369201047,1.3221903369201047
38,1.317940412657465,1.317940412657465
39,1.1921837487310374,1.1921837487310374
40,1.4438744488626616,1.4438744488626616
41,1.2038368373553567,1.2038368373553567
42,1.067653158220871,1.067653158220871
43,0.9521371748954108,0.9521371748954108
44,0.901701138727617,0.901701138727617
45,0.7892519011599382,0.7892519011599382
46,0.5091268239070146,0.5091268239070146
47,0.09422954834074233,0.09422954834074233
48,0.038224270381109676,0.038224270381109676
49,0.10783441943634459,0.10783441943634459
50,-0.18432603578605466,0.18432603578605466
51,-0.49482519870882224,0.49482519870882224
52,-0.8352286460405735,0.8352286460405735
53,-0.906816733262566,0.906816733262566
