weekofyear,seasonal_mean,seasonal_abs_mean
1,-0.014832634283653131,0.014832634283653131
2,-0.0206204238051269,0.0206204238051269
3,-0.02615749056709048,0.02615749056709048
4,-0.040818970241100386,0.040818970241100386
5,-0.04695742364844961,0.04695742364844961
6,-0.039821067475684764,0.039821067475684764
7,-0.023776754459901656,0.023776754459901656
8,-0.045083031562781,0.045083031562781
9,-0.008261676354516396,0.008261676354516396
10,-0.03834292079045644,0.03834292079045644
11,-0.010550989462190671,0.010550989462190671
12,-0.03247320230491742,0.03247320230491742
13,-0.04757627011421563,0.04757627011421563
14,-0.0393004858353098,0.0393004858353098
15,-0.012195155042536526,0.012195155042536526
16,-0.007073905479930051,0.007073905479930051
17,-0.005572023648071453,0.005572023648071453
18,-0.055741019670140834,0.055741019670140834
19,-0.06250215543842579,0.06250215543842579
20,-0.02348141273189402,0.02348141273189402
21,-0.011100645577735069,0.011100645577735069
22,-0.06485680863670189,0.06485680863670189
23,-0.03047301461571249,0.03047301461571249
24,0.02664337450752578,0.02664337450752578
25,-0.027716501865123606,0.027716501865123606
26,-0.042934152686274166,0.042934152686274166
27,-0.020712231564321153,0.020712231564321153
28,0.0231675663762898,0.0231675663762898
29,-0.01218339468918352,0.01218339468918352
30,0.024261757651166886,0.024261757651166886
31,0.03226420606165616,0.03226420606165616
32,0.019299301973358312,0.019299301973358312
33,0.05134012941600287,0.05134012941600287
34,0.05836625888614836,0.05836625888614836
35,0.04159158500063017,0.04159158500063017
36,0.06459895397431616,0.06459895397431616
37,-0.003071067791269224,0.003071067791269224
38,0.04628271403882857,0.04628271403882857
39,0.0749176028604571,0.0749176028604571
40,0.041792732155613875,0.041792732155613875
41,0.027822656218462333,0.027822656218462333
42,0.018837028002607094,0.018837028002607094
43,0.027167222061405434,0.027167222061405434
44,0.04481892114362688,0.04481892114362688
45,0.0890218269193406,0.0890218269193406
46,0.027275334740560743,0.027275334740560743
47,0.00035257279194241263,0.00035257279194241263
48,0.007138100698844506,0.007138100698844506
49,0.0326188609322457,0.0326188609322457
50,0.019408515846305686,0.019408515846305686
51,-0.013385241504708911,0.013385241504708911
52,0.005234607682661988,0.005234607682661988
53,-0.04072650999425392,0.04072650999425392
