weekofyear,seasonal_mean,seasonal_abs_mean
1,-0.00806540481754139,0.00806540481754139
2,0.044345056773481405,0.044345056773481405
3,-0.0332792470615518,0.0332792470615518
4,-0.025972310430843786,0.025972310430843786
5,-0.046352610080273395,0.046352610080273395
6,-0.0652049246069662,0.0652049246069662
7,-0.0402650929704928,0.0402650929704928
8,-0.056440722379198546,0.056440722379198546
9,-0.02114493975166663,0.02114493975166663
10,-0.024647896218355954,0.024647896218355954
11,-0.04019595550960509,0.04019595550960509
12,-0.016403189314941356,0.016403189314941356
13,-0.017516034683801966,0.017516034683801966
14,-0.0151729061535886,0.0151729061535886
15,-0.019665956765591897,0.019665956765591897
16,-0.005637239309637552,0.005637239309637552
17,0.007689462182990043,0.007689462182990043
18,-0.05864667996375496,0.05864667996375496
19,-0.057660048709513745,0.057660048709513745
20,-0.01666988108278277,0.01666988108278277
21,-0.02241095140535692,0.02241095140535692
22,-0.06657967168771974,0.06657967168771974
23,-0.07146299389777253,0.07146299389777253
24,-0.007264632461622951,0.007264632461622951
25,-0.042299525129569915,0.042299525129569915
26,-0.012982766878760665,0.012982766878760665
27,-0.02762849479970848,0.02762849479970848
28,0.015108311417335896,0.015108311417335896
29,0.032548593717760255,0.032548593717760255
30,0.03540416237839346,0.03540416237839346
31,0.03633143260217732,0.03633143260217732
32,0.03342325091301986,0.03342325091301986
33,0.0822046934087283,0.0822046934087283
34,0.059761117125412364,0.059761117125412364
35,0.03319208909986278,0.03319208909986278
36,0.08009034005387575,0.08009034005387575
37,0.016370020418967082,0.016370020418967082
38,0.059502520438671005,0.059502520438671005
39,0.04473391419789111,0.04473391419789111
40,0.010933809364284333,0.010933809364284333
41,0.007823330567858144,0.007823330567858144
42,-0.004547618127009788,0.004547618127009788
43,0.025401017778945913,0.025401017778945913
44,0.01826555099811439,0.01826555099811439
45,0.05934373831997284,0.05934373831997284
46,0.040586135411817555,0.040586135411817555
47,0.027692054158022984,0.027692054158022984
48,0.026117141757662887,0.026117141757662887
49,0.01707203495353104,0.01707203495353104
50,-8.16079284182404e-05,8.16079284182404e-05
51,-0.012066194212750927,0.012066194212750927
52,-0.022319741675548725,0.022319741675548725
53,-0.03359382505324556,0.03359382505324556
