week_start_date,observed,trend,seasonal,residual
2000-07-01,0.1322571,0.2333490037201196,-0.09705776086150246,-0.004034142858617168
2000-07-08,0.2761,0.23364756734671155,0.048670011787434395,-0.006217579134145945
2000-07-15,0.1731286,0.23394564924207223,-0.07443332883284899,0.01361627959077677
2000-07-22,0.1454286,0.23424321823259264,-0.05950146680225785,-0.029313151430334805
2000-07-29,0.3221286,0.23454023320978132,0.052914014851387435,0.034674351938831255
2000-08-05,0.1907571,0.23483667367403446,-0.031521032164369266,-0.012558541509665178
2000-08-12,0.3299857,0.23513248613280482,0.08160332402497167,0.0132498898422235
2000-08-19,0.39224,0.23542761553514638,0.14492574133365285,0.011886643131200747
2000-08-26,0.3221571,0.23572198675630107,0.0437964460805025,0.04263866716319642
2000-09-02,0.3210571,0.236015489093316,0.03608719585041259,0.048954415056271405
2000-09-09,0.2956833,0.2363079408202727,0.05520768131463902,0.0041676778650882595
2000-09-16,0.3097571,0.2365990864274952,0.1012815219635379,-0.028123508391033086
2000-09-23,0.2957167,0.23688865185952937,0.08643396648291936,-0.027605918342448715
2000-09-30,0.09948333,0.2371763948512302,-0.10283805843461327,-0.03485500641661693
2000-10-07,0.2769429,0.23746211671607598,0.097316264222094,-0.05783548093816998
2000-10-14,0.1339143,0.23774567503728608,-0.08923447956989954,-0.014596895467386545
2000-10-21,0.1870571,0.2380269952419741,-0.03794476112501474,-0.013025134116959353
2000-10-28,0.30555,0.23830603854563445,0.03696992956959452,0.030274031884770986
2000-11-04,0.21152,0.23858278009370237,-0.011255076797247346,-0.015807703296455006
2000-11-11,0.1515667,0.23885717341562906,-0.08038021418027584,-0.006910259235353211
2000-11-18,0.03586,0.23912918631177787,0.11459572333839893,-0.3178649096501768
2000-11-25,0.2893,0.23939880309257783,0.08890012942932289,-0.03899893252190073
2000-12-02,0.2538,0.23966602552968827,0.00022897144788622693,0.013905003022425505
2000-12-09,0.1824143,0.23993089978656273,-0.05863895227360706,0.0011223524870443424
2000-12-16,0.3168286,0.24019347728540075,0.03552294556444709,0.041112177150152196
2000-12-23,0.1690571,0.24045380537191843,-0.07769509441893623,0.006298389047017766
2001-01-01,0.2285286,0.24071189748751445,0.04149372360064435,-0.053677021088158805
2001-01-08,0.2035167,0.24096777063568003,0.20595636309663654,-0.24340743373231657
2001-01-15,0.1033167,0.2412215045450907,-0.14875920175905685,0.010854397213966166
2001-01-22,0.1912667,0.24147320804189915,-0.06880218900164428,0.01859568095974512
2001-01-29,0.2606667,0.24172299337886743,-0.03585126874232241,0.054794975363454956
2001-02-05,0.161,0.2419709550300017,-0.08611915039498089,0.00514819536497918
2001-02-12,0.1350167,0.24221714096479355,-0.06662743634518944,-0.040573004619604114
2001-02-19,0.0823,0.24246160389036525,-0.15788993943449608,-0.0022716644558691823
2001-02-26,0.2282167,0.24270446432023676,-0.027632103050316194,0.013144338730079447
2001-03-05,0.289,0.24294588438224782,0.024156534317445827,0.021897581300306307
2001-03-12,0.1769,0.24318603653889373,-0.061790845699352615,-0.004495190839541113
2001-03-19,0.1950333,0.24342509552977046,-0.0182919192776042,-0.030099876252166258
2001-03-26,0.1508167,0.24366328763227005,-0.029959334578163035,-0.062887253054107
2001-04-02,0.3126429,0.243900966379225,0.08156374158018388,-0.012821807959408876
2001-04-09,0.3709714,0.24413867859446944,0.05244479382528451,0.07438792758024607
2001-04-16,0.2822143,0.24437712049603402,0.02050072166685949,0.01733645783710644
2001-04-23,0.2148429,0.24461703135685492,-0.008355748284439362,-0.02141838307241556
