weekofyear,seasonal_mean,seasonal_abs_mean
1,-1.1149602000621295,1.1149602000621295
2,-1.3861457918754632,1.3861457918754632
3,-1.5022055342809966,1.5022055342809966
4,-1.6049354832357432,1.6049354832357432
5,-1.4648850449767874,1.4648850449767874
6,-1.5454810786574982,1.5454810786574982
7,-1.5359198229613686,1.5359198229613686
8,-1.4060601955102174,1.4060601955102174
9,-1.4338117093194467,1.4338117093194467
10,-1.4062553863659304,1.4062553863659304
11,-1.4173808623610293,1.4173808623610293
12,-1.1404208057307872,1.1404208057307872
13,-0.9419100063841134,0.9419100063841134
14,-0.93176193277605,0.93176193277605
15,-0.9525656143579249,0.9525656143579249
16,-0.8440345510523396,0.8440345510523396
17,-0.5356144861046347,0.5356144861046347
18,-0.403962719660291,0.403962719660291
19,-0.10731371890060551,0.10731371890060551
20,-0.09915004685137734,0.09915004685137734
21,0.33423341852334043,0.33423341852334043
22,0.5996559886768489,0.5996559886768489
23,0.5000901344057004,0.5000901344057004
24,0.5267911954128058,0.5267911954128058
25,0.6981064016925688,0.6981064016925688
26,0.9122591810142564,0.9122591810142564
27,0.8608923962135577,0.8608923962135577
28,0.7809287294196793,0.7809287294196793
29,0.8926760782363521,0.8926760782363521
30,0.8474965862745781,0.8474965862745781
31,0.9523538635352392,0.9523538635352392
32,1.061642505724051,1.061642505724051
33,1.1304188460560018,1.1304188460560018
34,1.1957531350512411,1.1957531350512411
35,1.3333894121255316,1.3333894121255316
36,1.432253730765816,1.432253730765816
37,1.4780118555999497,1.4780118555999497
38,1.464580053821964,1.464580053821964
39,1.4259951679568723,1.4259951679568723
40,1.4785610288405724,1.4785610288405724
41,1.1181255957779725,1.1181255957779725
42,1.0359219297068458,1.0359219297068458
43,0.7775632326035178,0.7775632326035178
44,0.8323395974931711,0.8323395974931711
45,0.6759328698670984,0.6759328698670984
46,0.42514857730846867,0.42514857730846867
47,-0.017698474145907916,0.017698474145907916
48,-0.28603187237802397,0.28603187237802397
49,-0.6615091915765067,0.6615091915765067
50,-0.7816933676613589,0.7816933676613589
51,-0.720578559460312,0.720578559460312
52,-0.8166594281561533,0.8166594281561533
53,-0.9194037431544366,0.9194037431544366
