weekofyear,seasonal_mean,seasonal_abs_mean
1,0.1830934081204605,0.1830934081204605
2,0.23620407483580919,0.23620407483580919
3,0.3683255768323097,0.3683255768323097
4,0.3224539875336484,0.3224539875336484
5,0.1505262194574782,0.1505262194574782
6,-0.1172547106248006,0.1172547106248006
7,-0.2641481408468156,0.2641481408468156
8,0.09886601881669199,0.09886601881669199
9,-0.046252126367516896,0.046252126367516896
10,0.20567255585190708,0.20567255585190708
11,-0.06461563256155343,0.06461563256155343
12,-0.006534500894520667,0.006534500894520667
13,0.18986996002201276,0.18986996002201276
14,0.3435172124437326,0.3435172124437326
15,0.02677315540057179,0.02677315540057179
16,-0.12094253811065155,0.12094253811065155
17,0.09589636486966235,0.09589636486966235
18,0.14670884117808633,0.14670884117808633
19,-0.015039661425171746,0.015039661425171746
20,-0.40090777286191964,0.40090777286191964
21,-0.41349176825817163,0.41349176825817163
22,-0.2680181362504049,0.2680181362504049
23,-0.8362264272764008,0.8362264272764008
24,-1.013890746246942,1.013890746246942
25,-0.7235856525896696,0.7235856525896696
26,-0.8131088871978219,0.8131088871978219
27,-0.7923033984831502,0.7923033984831502
28,-0.5161769491064996,0.5161769491064996
29,-0.5932126098427423,0.5932126098427423
30,-0.7626900901769501,0.7626900901769501
31,-0.7969572214721679,0.7969572214721679
32,-0.3372013211171639,0.3372013211171639
33,-0.12371532634944796,0.12371532634944796
34,0.014122902831237627,0.014122902831237627
35,-0.03908469204111131,0.03908469204111131
36,-0.23815933787460178,0.23815933787460178
37,0.37872167736482243,0.37872167736482243
38,0.3403155505719039,0.3403155505719039
39,0.5767701513883713,0.5767701513883713
40,0.7648154696614056,0.7648154696614056
41,0.27066008820170984,0.27066008820170984
42,0.3654513888912257,0.3654513888912257
43,0.2914551725842513,0.2914551725842513
44,0.4128031241491458,0.4128031241491458
45,0.8506398704345735,0.8506398704345735
46,0.4442982605629706,0.4442982605629706
47,0.2842175723167003,0.2842175723167003
48,0.4244264884511207,0.4244264884511207
49,0.5021540245684296,0.5021540245684296
50,0.43525897866198554,0.43525897866198554
51,0.304814035047615,0.304814035047615
52,0.0672224548163804,0.0672224548163804
53,0.06678167743089715,0.06678167743089715
