year,weekofyear,city,week_start_date,total_cases,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
2000,26,iq,2000-07-01,0,2.586296802189979,-6.858100030026418,-2.2116584446785184,0.5807769415979451,-4.668390513812474,3.3761608221986186,-1.0319477529673484,0.5260792310989391,-0.1414917231782502,1.464874876818338
2000,27,iq,2000-07-08,0,2.729954679183751,-6.703494602601504,-1.8164878670602884,1.2289322844281294,-4.538850058648248,3.263120982400957,0.07424640330014146,0.6450733082339447,-0.4371802823651762,1.977644636451655
2000,28,iq,2000-07-15,0,1.799063230988324,-6.180493097780655,-1.7579756879529445,2.0462423880576317,-4.857377571552535,2.0153245870028775,-2.752808731180709,-0.64946043204694,0.02816860452228826,2.062557187246817
2000,29,iq,2000-07-22,0,1.5261587076372933,-9.098154613909443,-3.843511931450204,0.7272137837491481,-5.973793909544168,3.5457688737304154,-3.354427881469359,0.37710017053348377,0.576297607755382,-2.738880438166782
2000,30,iq,2000-07-29,0,2.6359689132372237,-9.730568182157594,-3.6086187095739444,1.6776784328543277,-5.554005928944007,4.629853621413638,1.2424292998805997,1.348182794107852,-0.1883385778814856,-0.5961574260062553
2000,31,iq,2000-08-05,0,4.186348680179929,-11.86782177997828,-4.002844624097796,-1.0290001594249267,-3.8920161509289826,6.700995887062863,-2.0243897777381745,-0.7247482535580164,1.5670992959356729,-1.5487248191469491
2000,32,iq,2000-08-12,0,6.105422545873506,-11.292038561446335,-2.8789943358754133,0.36971432761472484,-3.5530352962935434,4.918873595230812,1.4677206929358322,1.4046482790892432,-1.7332510962145504,3.5379093333386007
2000,33,iq,2000-08-19,0,7.630695605118769,-10.518397698579436,-1.6661435920125287,0.9831177245602897,-1.4412232079909386,4.271431250354909,0.747184022528998,2.2375466266975583,-3.004790453573387,0.9531975238320006
2000,34,iq,2000-08-26,0,10.094938160100929,-10.355103593693997,-0.4266278036762146,0.15702618305554708,0.42902676784344507,4.695015407170739,0.08909941399700853,1.5747670434392205,-2.5903007223062144,0.608575437249795
2000,35,iq,2000-09-02,0,12.127012184889008,-8.472480008960021,1.3375314604426274,0.3940454830281192,2.238186380427377,3.5151908360188897,-1.7216675764454,1.0154787570917727,-1.4370879736830569,0.8037259549504451
2000,36,iq,2000-09-09,1,15.235945501677334,-7.3444132877992,3.0256682981851473,-2.4424087420910103,4.603853199479165,4.293325667612878,-1.4845601384434166,0.9014550850474276,0.33596434930044516,-1.4992505079393212
2000,37,iq,2000-09-16,0,16.95886781748949,-5.510020691993579,3.4373818296068284,-2.7791730405541375,2.4039442157930084,0.8257496501570243,-0.41196500148482906,2.6077210923672673,-0.16182644328385953,-0.4678370900155494
2000,38,iq,2000-09-23,0,17.422743470322928,-4.062782539365628,2.7522260303001627,-1.530075949922342,0.13149653354225901,-3.154297967554919,-1.4035354532903521,2.9964239404302,0.7024102985254068,0.9393277301968324
2000,39,iq,2000-09-30,0,18.011800679414232,-2.80913661088956,1.6564287078808342,-2.6416029139917923,0.5816789149044347,-3.823652160102484,-3.932536774816395,-2.3757506008829647,3.780903535126148,0.30576647722313743
2000,40,iq,2000-10-07,0,17.377267307533636,-1.2427799289279287,-0.88582865545961,-0.3394057777461885,-1.9759337176628846,-5.089942580776853,0.044663994661732875,-1.7299566685190955,2.7918819365626426,-2.4490033571977414
2000,41,iq,2000-10-14,1,16.877527991030473,0.14516785243650743,-2.71508988036994,-0.16759027259322157,-1.6539067915267143,-3.499754180861125,-0.3761540168816111,-5.331022110680233,4.092897951974071,-4.500511977596416
2000,42,iq,2000-10-21,1,17.614790123753917,2.169759983540287,-4.199364167215095,-1.2216419564487493,-1.039256258772008,-0.8845032004356566,2.8385281473572204,-5.005604880546432,2.1025451610005774,-2.7220997278736
2000,43,iq,2000-10-28,0,16.785845822944392,3.915843038740627,-4.69518000364631,-1.6406582234700393,0.07265004201216409,0.1429285394484096,4.151223512900608,-2.5397530532930106,-1.6259621138275682,-1.3205167439174774
2000,44,iq,2000-11-04,0,16.41167201775857,5.774622473001172,-4.675738719057577,-2.2865419908196447,0.9828325967583557,0.3259641012387281,0.6114717036445413,-3.2739561503404078,-3.6311653702356637,0.6820324921192927
2000,45,iq,2000-11-11,0,15.370914423569007,7.483613031819358,-4.116121274482606,-3.9532488635554848,1.2756031250711757,-0.20646541988573275,-1.055066843723475,-1.516601366286936,-4.809012034177506,0.603582830646198
2000,46,iq,2000-11-18,0,15.185656185750403,8.989136476744735,-3.599369690873859,-6.319961281329517,2.2089271130875434,1.5086510223820018,-4.869360352681607,-3.2093624090268746,-1.2962920825286246,0.08723102665458667
2000,47,iq,2000-11-25,0,14.680547599486713,9.388269917365484,-4.737309774660452,-7.879992658489659,-0.6272156503052935,0.7235145326202197,-0.45011033839609227,1.0514514540821172,-0.728184915724624,-1.1074617707112804
2000,48,iq,2000-12-02,0,13.874737021798406,9.429263589842483,-5.14258279335349,-8.019014794136801,-2.356085934380913,-0.19673053613926655,1.2602196249574975,3.1309826892168537,0.877792531590964,-0.9622429927299649
2000,49,iq,2000-12-09,0,14.010928675708605,8.820410953774967,-4.931878776065609,-9.853316568237762,-1.3018245152096763,1.055999660785301,0.4702513716780117,-0.3753659990693086,3.051343760544811,1.6914424318121868
2000,50,iq,2000-12-16,1,12.88567347787922,8.04160243787764,-5.271488017344715,-6.8261514360357145,-3.405898672693603,-2.9187413055496605,3.52631350384798,0.7119474438353307,-0.04368303189058574,4.089982925787583
2000,51,iq,2000-12-23,0,13.716175223065301,7.03473629481707,-4.678620423725728,-8.743951299203426,0.2106694273534591,1.365215602586726,2.471373505771108,-3.7980621078747236,0.6077005886621335,-1.4739430510038485
2001,1,iq,2001-01-01,0,10.896476058521788,8.136955347612986,-6.145371856199135,-5.514616124074185,-4.385662612093832,-3.996742804322638,0.6771487903655893,-2.2414532142044887,-3.1022971995729223,2.043350769753975
2001,2,iq,2001-01-08,0,9.719898057760668,7.425810486988722,-7.043015524087277,-4.9392012216078145,-2.4812518848643013,-1.2471080132581662,-0.019084634520352407,-2.098358532236006,-1.9866245901326947,-1.2566732244896357
2001,3,iq,2001-01-15,0,8.015169692708128,7.746084667172253,-8.30451062882684,-4.451387584862598,-2.7541820539941884,-1.0058183132637757,-0.4955251599861994,-2.4416165176737388,-1.5214327383625978,1.7765765009690908
2001,4,iq,2001-01-22,0,3.8704427803566386,6.489727222479681,-12.350280582839934,-2.22427209965453,-5.061631119227555,-2.1165846338531558,-2.902627869829129,-0.7729225837829855,-1.017579723677656,-0.9269538008049842
2001,5,iq,2001-01-29,0,1.834681416837724,4.532802268578388,-13.91368183262453,0.8654525978924652,-5.121384519195226,-1.1010353395793868,0.7134555504830334,1.829687893323097,-1.4514609569653831,0.10811713894162642
