year,weekofyear,city,week_start_date,total_cases,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
1990,18,sj,1990-04-30,4,-18.078667436367017,-1.4381044653198376,0.7747938840711679,1.164380392614524,2.215846371958343,-1.9137489667823666,-0.4072039266785625,2.207688715973519,-0.8022265821790122,-0.44016921440809653
1990,19,sj,1990-05-07,5,-16.96695276121183,-3.070923373288923,0.6696444388415157,0.926819641203464,1.3762596682814086,-1.4028691460584428,-0.5044186580338905,2.3970022805742275,-0.5424400110400607,-0.24435636586301543
1990,20,sj,1990-05-14,4,-14.7636540667822,-5.134181543526085,0.48133239606473505,-0.27013989685029777,0.7852448517475384,0.1503668540548647,-0.472466410917866,2.9812164223536786,-0.8171161603385764,0.023760437657168253
1990,21,sj,1990-05-21,3,-12.962486169870656,-6.6759033147488545,0.9595640951330369,-0.6557899802598461,-0.5240835539058873,-2.1567459353997913,0.7572798294315093,2.1022200987988398,-1.4486372686015228,0.46792537189307415
1990,22,sj,1990-05-28,6,-10.848486057144804,-9.28815321401422,1.9694362997566297,0.9974413617241827,-2.5574360219814443,-3.7486438183662663,1.6178388581688725,0.9822554461370377,-1.1845827394836936,0.237422976427229
1990,23,sj,1990-06-04,2,-8.704946189168416,-10.7140190572112,2.2692206620888515,1.4984670058889087,-3.009034539903347,-1.7185634741707727,0.6707712638456147,2.352488270034712,-0.683163680771034,-0.8740150778376506
1990,24,sj,1990-06-11,4,-7.212725044631367,-10.715494671958401,2.5816157837604488,1.3572325738011533,-3.064309978613978,-0.3709876766699633,-0.41154621330141095,3.0149427422832034,-0.16674866939866745,-1.2174518551694335
1990,25,sj,1990-06-18,5,-4.730466770412012,-11.78620835101258,2.517739777432228,0.007224587550780669,-2.154823702876428,3.614205789550595,-0.5104594098666081,4.200125692285453,0.08488085807427878,-0.4016968522115026
1990,26,sj,1990-06-25,10,-2.7016504376655974,-11.572146080253406,2.7222016311439536,-1.8321034830940939,-1.693967195130224,0.567803865171905,1.7181197689377132,0.9372017034994352,-1.0467328526948805,1.6796595521291775
1990,27,sj,1990-07-02,6,-0.5981560468959091,-11.590848641248993,2.991190991114103,-2.2774225721471346,-1.8902639862697037,-1.0351592522506303,2.5021141077521265,-0.8967459751660842,-2.3858283554485546,1.0773322126765819
1990,28,sj,1990-07-09,8,0.8167798828618946,-10.084027196570661,3.5763465908138894,-2.6989222771480095,-0.6577826658388456,0.07488607797188551,1.5239697784711774,-0.26570574108169415,-1.819278107685357,-2.073987087501163
1990,29,sj,1990-07-16,2,2.266912493316216,-8.923992767954596,4.96478314330593,-2.4345894111789828,-1.3832127771099003,-1.3365741988592545,0.33956749593150487,1.1875621346782257,-0.19825356901977945,-3.5716394578718185
1990,30,sj,1990-07-23,6,3.3581796216995023,-6.789538423490439,5.925842889521447,-1.8194168602475658,-1.586835488411564,-2.2115212001121343,-0.3667551508248386,1.5228582624097653,1.9789955641308117,-1.761674691598483
