weekofyear,seasonal_mean,seasonal_abs_mean
1,-0.17491248150357308,0.17491248150357308
2,-0.4921401335232989,0.4921401335232989
3,-0.22927992981437123,0.22927992981437123
4,-0.1600921885842933,0.1600921885842933
5,-0.040344178894021726,0.040344178894021726
6,-0.06485096066910234,0.06485096066910234
7,0.20355426900937715,0.20355426900937715
8,0.3320787459706785,0.3320787459706785
9,0.3644033168347417,0.3644033168347417
10,0.6377372068292764,0.6377372068292764
11,0.48484928341172384,0.48484928341172384
12,0.5510757902674652,0.5510757902674652
13,0.3905785061840458,0.3905785061840458
14,0.4453787357048197,0.4453787357048197
15,0.13903107279780177,0.13903107279780177
16,-0.03955881362469106,0.03955881362469106
17,0.14519297321535224,0.14519297321535224
18,0.20606746080961513,0.20606746080961513
19,0.2137958147204833,0.2137958147204833
20,-0.004520360153385879,0.004520360153385879
21,0.07968476760363102,0.07968476760363102
22,0.1303600650099478,0.1303600650099478
23,0.25895785502407603,0.25895785502407603
24,0.11155386400179765,0.11155386400179765
25,0.12212409579003346,0.12212409579003346
26,-0.1835958372684826,0.1835958372684826
27,-0.28894955014566454,0.28894955014566454
28,-0.17620662918871377,0.17620662918871377
29,-0.20057308507463334,0.20057308507463334
30,-0.3192113563306259,0.3192113563306259
31,-0.3579210677351787,0.3579210677351787
32,-0.3439474096753338,0.3439474096753338
33,-0.12406321609324984,0.12406321609324984
34,0.02841463098138053,0.02841463098138053
35,-0.02071065785714763,0.02071065785714763
36,0.09810167836802954,0.09810167836802954
37,0.2028261570239007,0.2028261570239007
38,0.0819556668986131,0.0819556668986131
39,-0.008782852290486412,0.008782852290486412
40,-0.004973919994153728,0.004973919994153728
41,0.10912832278727451,0.10912832278727451
42,0.2676188190002938,0.2676188190002938
43,0.13461682894915994,0.13461682894915994
44,0.08291732467391871,0.08291732467391871
45,0.14902194865206717,0.14902194865206717
46,-0.07689699222533639,0.07689699222533639
47,-0.43396579195058715,0.43396579195058715
48,-0.25686721448838035,0.25686721448838035
49,-0.3992051955362054,0.3992051955362054
50,-0.5075723344773999,0.5075723344773999
51,-0.8091345458356013,0.8091345458356013
52,-0.4906707132663479,0.4906707132663479
53,0.032710922092999827,0.032710922092999827
