weekofyear,seasonal_mean,seasonal_abs_mean
1,-18.118423683239836,18.118423683239836
2,-12.712655037326723,12.712655037326723
3,-12.298014574287755,12.298014574287755
4,-17.059249897769817,17.059249897769817
5,-25.735425638017716,25.735425638017716
6,-24.014863440025618,24.014863440025618
7,-21.715040002928095,21.715040002928095
8,-24.928831869403552,24.928831869403552
9,-24.147735150221553,24.147735150221553
10,-25.708198143566847,25.708198143566847
11,-24.131173236893254,24.131173236893254
12,-23.114211685705342,23.114211685705342
13,-20.86072769921235,20.86072769921235
14,-20.99343895125263,20.99343895125263
15,-18.707474534011553,18.707474534011553
16,-10.107481675147943,10.107481675147943
17,23.936700218326937,23.936700218326937
18,-5.591032037336561,5.591032037336561
19,-11.605746917005568,11.605746917005568
20,4.376917144728243,4.376917144728243
21,29.750319540263952,29.750319540263952
22,43.29482624748688,43.29482624748688
23,23.489566436135117,23.489566436135117
24,3.546187064024934,3.546187064024934
25,21.219003166013017,21.219003166013017
26,-2.9337140946699236,2.9337140946699236
27,-7.549150563023054,7.549150563023054
28,-1.996617686914135,1.996617686914135
29,12.019767960196708,12.019767960196708
30,4.881707391523572,4.881707391523572
31,10.28373768920142,10.28373768920142
32,12.215740538209506,12.215740538209506
33,11.300606379846633,11.300606379846633
34,18.992396245635252,18.992396245635252
35,25.27815291961794,25.27815291961794
36,14.969176472035223,14.969176472035223
37,12.097711323682837,12.097711323682837
38,24.67885669513292,24.67885669513292
39,35.911477232198955,35.911477232198955
40,16.696455613691263,16.696455613691263
41,10.959132450716666,10.959132450716666
42,3.9872790476706066,3.9872790476706066
43,20.274574787568433,20.274574787568433
44,25.51218816927114,25.51218816927114
45,-3.768153721684944,3.768153721684944
46,15.678040081719208,15.678040081719208
47,17.820921585735345,17.820921585735345
48,-6.8945090162879,6.8945090162879
49,-17.95802147931257,17.95802147931257
50,-21.706876097214018,21.706876097214018
51,-26.07282859691806,26.07282859691806
52,-23.321919001181662,23.321919001181662
53,-17.973025985616204,17.973025985616204
