weekofyear,seasonal_mean,seasonal_abs_mean
1,-0.40484336660790204,0.40484336660790204
2,4.638083785354622,4.638083785354622
3,-1.3848323643488498,1.3848323643488498
4,-19.00292629775631,19.00292629775631
5,-0.2328097778625004,0.2328097778625004
6,-1.1515522442377417,1.1515522442377417
7,8.22097864381593,8.22097864381593
8,-4.225261366859156,4.225261366859156
9,7.659478759004505,7.659478759004505
10,60.83276650870535,60.83276650870535
11,83.82016693285243,83.82016693285243
12,29.76180052135925,29.76180052135925
13,25.24031440645872,25.24031440645872
14,30.813417146176086,30.813417146176086
15,37.7840035914747,37.7840035914747
16,3.742292023820523,3.742292023820523
17,21.600633222919292,21.600633222919292
18,30.634513737161296,30.634513737161296
19,13.911165039350639,13.911165039350639
20,18.010692105668944,18.010692105668944
21,-9.964010441138061,9.964010441138061
22,0.7354657111265681,0.7354657111265681
23,2.282622141823687,2.282622141823687
24,-4.274238470048239,4.274238470048239
25,-22.089700442488393,22.089700442488393
26,-23.972137783457615,23.972137783457615
27,-24.44346796354144,24.44346796354144
28,-29.53338820637013,29.53338820637013
29,-25.577391252898224,25.577391252898224
30,-30.259907103998,30.259907103998
31,-30.49763430142362,30.49763430142362
32,-38.28999068226039,38.28999068226039
33,-33.266108784475506,33.266108784475506
34,-32.61320491704076,32.61320491704076
35,-27.386622238341367,27.386622238341367
36,-19.729260758552204,19.729260758552204
37,-32.85987617801352,32.85987617801352
38,-27.53412474134522,27.53412474134522
39,-17.876419072908806,17.876419072908806
40,-4.789009634575016,4.789009634575016
41,-17.97307194876779,17.97307194876779
42,-17.069105264750267,17.069105264750267
43,-1.7374759899627015,1.7374759899627015
44,18.227849776059596,18.227849776059596
45,22.061124224767163,22.061124224767163
46,-7.848011934813951,7.848011934813951
47,30.71332810549722,30.71332810549722
48,-0.22508962306842525,0.22508962306842525
49,13.799009236740591,13.799009236740591
50,-0.7722397009979481,0.7722397009979481
51,32.43024366320587,32.43024366320587
52,5.264811686474019,5.264811686474019
53,-12.47207764220179,12.47207764220179
