weekofyear,seasonal_mean,seasonal_abs_mean
1,-0.0034903443382290978,0.0034903443382290978
2,0.023288631585223034,0.023288631585223034
3,0.018209634478391374,0.018209634478391374
4,0.0007843645640580672,0.0007843645640580672
5,0.0043392837306189935,0.0043392837306189935
6,0.020999624367454943,0.020999624367454943
7,0.03148586283797916,0.03148586283797916
8,0.0018583387127080252,0.0018583387127080252
9,-0.0015427933914143896,0.0015427933914143896
10,0.021128377693201843,0.021128377693201843
11,-8.805377502725916e-05,8.805377502725916e-05
12,0.0032723669214443827,0.0032723669214443827
13,0.012488912683992734,0.012488912683992734
14,-0.007862315397169155,0.007862315397169155
15,-0.016744853847484018,0.016744853847484018
16,-0.011739387895483608,0.011739387895483608
17,-0.024685509679467612,0.024685509679467612
18,-0.00770861939936446,0.00770861939936446
19,-0.019267620553019154,0.019267620553019154
20,-0.026574587504443345,0.026574587504443345
21,-0.015243002969490283,0.015243002969490283
22,-0.0014979683200407007,0.0014979683200407007
23,-0.030578060176369184,0.030578060176369184
24,-0.0263979853718302,0.0263979853718302
25,-0.011378248674389854,0.011378248674389854
26,-0.004865374525245032,0.004865374525245032
27,0.005127421561058756,0.005127421561058756
28,-0.004723633916253206,0.004723633916253206
29,0.003059251014950122,0.003059251014950122
30,0.01113312845082775,0.01113312845082775
31,0.020081488977667667,0.020081488977667667
32,0.0013199495326213723,0.0013199495326213723
33,0.013191471756820344,0.013191471756820344
34,0.005465593926648166,0.005465593926648166
35,0.011982170142418456,0.011982170142418456
36,0.024797988248579324,0.024797988248579324
37,-0.001613297886594325,0.001613297886594325
38,-0.00337034402228663,0.00337034402228663
39,0.0017144708910119208,0.0017144708910119208
40,0.002034589788510316,0.002034589788510316
41,-0.0015317956351157307,0.0015317956351157307
42,0.0012992902374002978,0.0012992902374002978
43,-0.016299081531058985,0.016299081531058985
44,-0.0026250220983184414,0.0026250220983184414
45,-0.011261956919908299,0.011261956919908299
46,-0.013788467059199687,0.013788467059199687
47,0.008947881929578306,0.008947881929578306
48,-0.0007216489027384471,0.0007216489027384471
49,-1.544978998017304e-05,1.544978998017304e-05
50,0.012023919256016341,0.012023919256016341
51,0.0024117662933484975,0.0024117662933484975
52,-0.005976816181662662,0.005976816181662662
53,-0.009144134805045112,0.009144134805045112
