weekofyear,seasonal_mean,seasonal_abs_mean
1,-0.9341163598320757,0.9341163598320757
2,-1.1165257921062068,1.1165257921062068
3,-1.3684159913229852,1.3684159913229852
4,-1.4400253203437068,1.4400253203437068
5,-1.5208767501517277,1.5208767501517277
6,-1.4974760678670875,1.4974760678670875
7,-1.4186389788575549,1.4186389788575549
8,-1.4288848362071132,1.4288848362071132
9,-1.7227632709159546,1.7227632709159546
10,-1.6392815430654553,1.6392815430654553
11,-1.492848850839581,1.492848850839581
12,-1.300071108264724,1.300071108264724
13,-1.3017308620682606,1.3017308620682606
14,-1.2072790760089473,1.2072790760089473
15,-1.1958090583141066,1.1958090583141066
16,-0.9757557328744095,0.9757557328744095
17,-0.6381782071441171,0.6381782071441171
18,-0.4548531046364562,0.4548531046364562
19,-0.1646385957064813,0.1646385957064813
20,-0.11378942221732559,0.11378942221732559
21,0.1943639899717021,0.1943639899717021
22,0.43859326307676383,0.43859326307676383
23,0.5435634550680741,0.5435634550680741
24,0.6857458666936863,0.6857458666936863
25,0.8313804537457048,0.8313804537457048
26,0.877960801829151,0.877960801829151
27,1.0000423991494751,1.0000423991494751
28,0.9140447746944724,0.9140447746944724
29,0.9460662673885234,0.9460662673885234
30,0.8997898466178074,0.8997898466178074
31,0.9917192407377211,0.9917192407377211
32,1.1776062928005009,1.1776062928005009
33,1.1662145924764602,1.1662145924764602
34,1.2066367883997637,1.2066367883997637
35,1.2958479460983088,1.2958479460983088
36,1.3210074708742507,1.3210074708742507
37,1.4162475597837176,1.4162475597837176
38,1.389950408835381,1.389950408835381
39,1.3256615482186715,1.3256615482186715
40,1.3422928682691795,1.3422928682691795
41,1.1774385494785684,1.1774385494785684
42,1.0733204057239008,1.0733204057239008
43,0.8731146905175848,0.8731146905175848
44,0.8482856398961863,0.8482856398961863
45,0.6744119482518293,0.6744119482518293
46,0.424738412428374,0.424738412428374
47,-0.015303007791960789,0.015303007791960789
48,-0.2263018624351395,0.2263018624351395
49,-0.3644660079982496,0.3644660079982496
50,-0.5220897996375808,0.5220897996375808
51,-0.48579084918932974,0.48579084918932974
52,-0.6317612713065048,0.6317612713065048
53,-0.8679431762088697,0.8679431762088697
