weekofyear,seasonal_mean,seasonal_abs_mean
1,-1.0466051683830853,1.0466051683830853
2,0.3732819232977637,0.3732819232977637
3,-0.08377191316077096,0.08377191316077096
4,0.27092851853418687,0.27092851853418687
5,-0.7658575133588599,0.7658575133588599
6,-1.2107499295519726,1.2107499295519726
7,-2.0758705949410894,2.0758705949410894
8,-1.054186578269831,1.054186578269831
9,-0.4239640403551295,0.4239640403551295
10,-1.0484722621747244,1.0484722621747244
11,-0.9882972253633163,0.9882972253633163
12,-0.7527917233687622,0.7527917233687622
13,-2.3130948072988096,2.3130948072988096
14,-1.449074852681361,1.449074852681361
15,-1.3873419766840152,1.3873419766840152
16,-2.1557491091509835,2.1557491091509835
17,-1.720648536808617,1.720648536808617
18,-1.9612746881569845,1.9612746881569845
19,-1.9645510196813576,1.9645510196813576
20,-2.1042280378510974,2.1042280378510974
21,-0.8951135027144105,0.8951135027144105
22,-1.0804885080657278,1.0804885080657278
23,-1.7692122925944915,1.7692122925944915
24,-2.4437223653549425,2.4437223653549425
25,-1.534502381450774,1.534502381450774
26,-1.3725806356528658,1.3725806356528658
27,-1.1825855272928198,1.1825855272928198
28,-0.5309958996181096,0.5309958996181096
29,-0.7875320219823478,0.7875320219823478
30,-0.5084457240544111,0.5084457240544111
31,0.420540083667308,0.420540083667308
32,1.0999342372646723,1.0999342372646723
33,1.1940238258575073,1.1940238258575073
34,2.089171266823292,2.089171266823292
35,2.5418856274808417,2.5418856274808417
36,1.428565641019267,1.428565641019267
37,2.573871235885571,2.573871235885571
38,2.6407420665777264,2.6407420665777264
39,3.002130567138712,3.002130567138712
40,3.3751196421428253,3.3751196421428253
41,2.6765493443743513,2.6765493443743513
42,2.1907995597219867,2.1907995597219867
43,1.6479505306175057,1.6479505306175057
44,2.033378501813575,2.033378501813575
45,2.4459182059976383,2.4459182059976383
46,1.6272204403106927,1.6272204403106927
47,1.370190631062253,1.370190631062253
48,1.2161844463054665,1.2161844463054665
49,1.2521208004190905,1.2521208004190905
50,1.1269095450546447,1.1269095450546447
51,0.505310517824135,0.505310517824135
52,-1.7842645040298986,1.7842645040298986
53,-1.1614713576015965,1.1614713576015965
