weekofyear,seasonal_mean,seasonal_abs_mean
1,-0.006976919142733924,0.006976919142733924
2,7.178095067300914e-05,7.178095067300914e-05
3,0.00937312488175414,0.00937312488175414
4,0.003807696328057271,0.003807696328057271
5,-0.002522592202098679,0.002522592202098679
6,0.019560546049381906,0.019560546049381906
7,0.03056064098879501,0.03056064098879501
8,0.0011508870935594555,0.0011508870935594555
9,-0.002482836545964954,0.002482836545964954
10,0.02463873173292401,0.02463873173292401
11,0.0058865736296080575,0.0058865736296080575
12,0.013706278680094953,0.013706278680094953
13,0.015219547755635363,0.015219547755635363
14,-0.00599166006101041,0.00599166006101041
15,-0.007017659559906682,0.007017659559906682
16,-0.007031708344012907,0.007031708344012907
17,-0.020778247972740624,0.020778247972740624
18,-0.010596973245229,0.010596973245229
19,-0.027625320161571845,0.027625320161571845
20,-0.02655850607564954,0.02655850607564954
21,-0.007802835036791713,0.007802835036791713
22,-0.004919517528388245,0.004919517528388245
23,-0.021232158940486242,0.021232158940486242
24,-0.011080538469922345,0.011080538469922345
25,-0.009794064886648782,0.009794064886648782
26,-0.003248473281325721,0.003248473281325721
27,0.0065707451798731956,0.0065707451798731956
28,0.0004368913362612976,0.0004368913362612976
29,0.009986737253175814,0.009986737253175814
30,0.010922185078012474,0.010922185078012474
31,0.0025918839318940625,0.0025918839318940625
32,0.002801706943459301,0.002801706943459301
33,0.016074691024727042,0.016074691024727042
34,0.009759397033260557,0.009759397033260557
35,0.015788717051421642,0.015788717051421642
36,0.02223086521842003,0.02223086521842003
37,0.007575471555833649,0.007575471555833649
38,0.01016985644722394,0.01016985644722394
39,0.015287789707258847,0.015287789707258847
40,-0.0024376954499164896,0.0024376954499164896
41,-0.0031983958032214812,0.0031983958032214812
42,-0.0007393031734254914,0.0007393031734254914
43,-0.025979534519486994,0.025979534519486994
44,-0.024485978094005097,0.024485978094005097
45,-0.00986663567705457,0.00986663567705457
46,-0.013684793014109364,0.013684793014109364
47,-0.014804187627865176,0.014804187627865176
48,0.0045276888445850315,0.0045276888445850315
49,0.017937641740535453,0.017937641740535453
50,0.009760081870980784,0.009760081870980784
51,0.0038824193195900517,0.0038824193195900517
52,-0.026186698738013277,0.026186698738013277
53,-0.019152928619257627,0.019152928619257627
