weekofyear,seasonal_mean,seasonal_abs_mean
1,-1.6669384800785567,1.6669384800785567
2,-2.3160021892084077,2.3160021892084077
3,-2.3755600615179344,2.3755600615179344
4,-2.3807672802293722,2.3807672802293722
5,-2.2352319742526703,2.2352319742526703
6,-2.349990974635596,2.349990974635596
7,-1.6175882407961952,1.6175882407961952
8,-1.5191400813975673,1.5191400813975673
9,-1.956914624562521,1.956914624562521
10,-1.4224947846957439,1.4224947846957439
11,-0.9124427307405938,0.9124427307405938
12,-0.32148035943908465,0.32148035943908465
13,0.2911479055778734,0.2911479055778734
14,-0.2565672535815767,0.2565672535815767
15,-0.42448647648013654,0.42448647648013654
16,-0.7891849896820246,0.7891849896820246
17,-0.5891945762755291,0.5891945762755291
18,0.2837918989084116,0.2837918989084116
19,0.7320656429358998,0.7320656429358998
20,0.6061374892265976,0.6061374892265976
21,0.9581992030013744,0.9581992030013744
22,1.366251475512431,1.366251475512431
23,1.4576581360255225,1.4576581360255225
24,1.222060615895034,1.222060615895034
25,1.2784948747034157,1.2784948747034157
26,1.1433051969281822,1.1433051969281822
27,1.0488868543723702,1.0488868543723702
28,0.870815152718373,0.870815152718373
29,0.9968129516757929,0.9968129516757929
30,0.8228072269705484,0.8228072269705484
31,0.9731905372222022,0.9731905372222022
32,0.9045662191851895,0.9045662191851895
33,1.218745981945065,1.218745981945065
34,1.4009417583800268,1.4009417583800268
35,1.1970302607188705,1.1970302607188705
36,1.307703444932755,1.307703444932755
37,1.831566191483542,1.831566191483542
38,1.5323148258602433,1.5323148258602433
39,1.3710942257498648,1.3710942257498648
40,1.4031176456319456,1.4031176456319456
41,1.0075117010086816,1.0075117010086816
42,1.1890453673757648,1.1890453673757648
43,1.0602814485216199,1.0602814485216199
44,0.7128188094049848,0.7128188094049848
45,0.3168115698681471,0.3168115698681471
46,-0.10310735260085103,0.10310735260085103
47,-0.5322142875505476,0.5322142875505476
48,-0.78154201472986,0.78154201472986
49,-1.3142920901649673,1.3142920901649673
50,-1.5904541671781094,1.5904541671781094
51,-1.4698490202578751,1.4698490202578751
52,-1.856493366288753,1.856493366288753
53,-1.4278639022060997,1.4278639022060997
