weekofyear,seasonal_mean,seasonal_abs_mean
1,-1.5174405241113598,1.5174405241113598
2,-0.4605224492562317,0.4605224492562317
3,-0.2210505712062781,0.2210505712062781
4,-0.08694273662459501,0.08694273662459501
5,-1.3747790113742842,1.3747790113742842
6,-1.6863389110099962,1.6863389110099962
7,-2.1869228680789066,2.1869228680789066
8,-1.0144476866010568,1.0144476866010568
9,-1.2981794175563943,1.2981794175563943
10,-1.7560136842528515,1.7560136842528515
11,-1.715791073299913,1.715791073299913
12,-1.083142747344467,1.083142747344467
13,-2.382201039236656,2.382201039236656
14,-1.8923281604611586,1.8923281604611586
15,-2.0295343711900955,2.0295343711900955
16,-2.363167408584989,2.363167408584989
17,-1.8824202682308127,1.8824202682308127
18,-2.0318507671088195,2.0318507671088195
19,-1.7358468106826557,1.7358468106826557
20,-1.8691895867304962,1.8691895867304962
21,-0.303419123389558,0.303419123389558
22,-0.7257308653118686,0.7257308653118686
23,-1.2128571381667361,1.2128571381667361
24,-1.2828215997611019,1.2828215997611019
25,-0.20175717240475208,0.20175717240475208
26,0.5896986376370561,0.5896986376370561
27,0.09346215737651338,0.09346215737651338
28,0.49905094509624437,0.49905094509624437
29,0.9401087816253064,0.9401087816253064
30,1.376625523573465,1.376625523573465
31,1.8155879660418197,1.8155879660418197
32,2.9872544015175477,2.9872544015175477
33,2.7119487366508106,2.7119487366508106
34,3.1148600734672547,3.1148600734672547
35,2.6243844075198988,2.6243844075198988
36,2.3677792819866594,2.3677792819866594
37,3.407779817267908,3.407779817267908
38,2.2735936885932695,2.2735936885932695
39,3.0036156605518394,3.0036156605518394
40,2.301898518653669,2.301898518653669
41,2.211571428080666,2.211571428080666
42,1.3268194870069667,1.3268194870069667
43,0.6642569503706709,0.6642569503706709
44,1.3081816349321471,1.3081816349321471
45,0.8723705350426826,0.8723705350426826
46,0.7747951544592402,0.7747951544592402
47,0.25483964938078174,0.25483964938078174
48,0.14830444782087557,0.14830444782087557
49,0.2691734966070258,0.2691734966070258
50,-0.05041287531448391,0.05041287531448391
51,-1.2667996053292532,1.2667996053292532
52,-1.7357942903040173,1.7357942903040173
53,-0.918136490958357,0.918136490958357
