week_start_date,observed,trend,seasonal,residual
1990-04-30,0.103725,0.21504711517445574,-0.08040870946602173,-0.03091340570843401
1990-05-07,0.142175,0.21428666519245174,-0.03535952941386713,-0.036752135778584605
1990-05-14,0.1729667,0.21352254117568908,-0.06403927028544563,0.023483429109756537
1990-05-21,0.2450667,0.21275470804963809,0.008222135014119539,0.024089856936242382
1990-05-28,0.2622,0.21198309851147634,0.023272781606880365,0.026944119881643275
1990-06-04,0.17485,0.21120759186296134,-0.05408455365035524,0.017726961787393913
1990-06-11,0.0928,0.2104280136164955,-0.07488171321649016,-0.04274630040000532
1990-06-18,0.0725,0.20964416397357666,-0.1068892282143981,-0.030254935759178564
1990-06-25,0.146175,0.20885589022727674,-0.05754909255781247,-0.005131797669464255
1990-07-02,0.12155,0.20806308669576695,-0.049455490897497165,-0.03705759579826978
1990-07-09,0.08235,0.20726567168028476,-0.10008511753804307,-0.024830554142241668
1990-07-16,0.2118,0.2064636131220396,-0.029605333402558116,0.03494172028051851
1990-07-23,0.1717,0.20565690977013604,-0.06711672028843185,0.03315981051829581
1990-07-30,0.24715,0.20484552145749024,0.016346726052395486,0.025957752490114283
1990-08-06,0.06433333,0.20402935489087604,-0.09884275277310076,-0.040853272117775286
1990-08-13,0.1280333,0.20320828762340842,-0.05872387521441605,-0.016451112408992385
1990-08-20,0.1688,0.20238223469832517,-0.028297523362628002,-0.005284711335697162
1990-08-27,0.33075,0.20155114218842973,0.10935940295000875,0.019839454861561523
1990-09-03,0.200025,0.2007149633926289,-0.0075285170985424435,0.006838553705913547
1990-09-10,0.4371,0.1998736316383064,0.2145942402226292,0.022632128139064372
1990-09-17,0.1824333,0.19902706241676504,-0.007457461783503507,-0.00913630063326154
1990-09-24,0.2609,0.1981751478361252,0.05298434991279824,0.009740502251076588
1990-10-01,0.18975,0.19731778060631636,0.014469067716788787,-0.02203684832310515
1990-10-08,0.06755,0.196454850409039,-0.09599947121403259,-0.03290537919500644
1990-10-15,0.0702,0.19558627578500434,-0.08122152879172953,-0.0441647469932748
1990-10-22,0.08975,0.19471202809567612,-0.08154998201987751,-0.02341204607579861
1990-10-29,0.1834333,0.19383214391674508,-0.016067658106799616,0.005668814190054522
1990-11-05,0.181775,0.19294670919734125,-0.024561766878822666,0.01339005768148141
1990-11-12,0.2246,0.19205582582861777,0.02664437882532289,0.005899795346059333
1990-11-19,0.33035,0.19115959854664868,0.11353580471027434,0.025654596743076935
1990-11-26,0.216525,0.1902581364664325,0.026327631990120573,-6.076845655308971e-05
1990-12-03,0.0886,0.18935154042138766,-0.0571507813184979,-0.04360075910288977
1990-12-10,0.26166,0.1884399386568118,0.08706264989564337,-0.013842588552455182
1990-12-17,0.2668667,0.18752354179149824,0.03577546434420048,0.04356769386430129
1990-12-24,0.2772333,0.18660262169416506,0.06222525422997871,0.02840542407585625
1991-01-01,0.1404667,0.18567744484706283,-0.014793375716552553,-0.03041736913051027
1991-01-08,0.1004667,0.1847482849117663,-0.08223682587892718,-0.0020447590328390997
1991-01-15,0.2935667,0.18381550048232065,0.11235650127040198,-0.0026053017527226108
1991-01-22,0.3093333,0.18287953085722236,0.07994411767503902,0.04650965146773861
1991-01-29,0.246425,0.1819408797274485,-0.00447344434241522,0.06895756461496672
1991-02-05,0.2285667,0.18100003900532327,0.0045332108525902295,0.04303345014208651
1991-02-12,0.2211,0.18005743353382658,0.02565234852047712,0.015390217945696283
1991-02-19,0.2094,0.1791133942263334,0.060321328305302534,-0.030034722531635943
1991-02-26,0.2086,0.17816816245336758,0.01612826888964758,0.014303568656984844
1991-03-05,0.2641,0.17722189350951495,0.08543685386774522,0.001441252622739836
1991-03-12,0.22125,0.17627447954707096,0.03156800267080904,0.013407517782120015
1991-03-19,0.1784,0.17532536598586998,-0.023000903808138032,0.02607553782226804
1991-03-26,0.223575,0.17437329304979254,0.00714522186893022,0.04205648508127724
1991-04-02,0.216825,0.1734160502451066,-0.002930978604304054,0.04633992835919745
1991-04-09,0.2763,0.17245052615101478,0.06900374244937428,0.03484573139961092
1991-04-16,0.1024,0.17147371188041888,-0.05789334993672916,-0.01118036194368971
1991-04-23,0.18845,0.1703114797392319,0.00802295767368093,0.010115562587087151
1991-04-30,0.160575,0.169132412986729,-0.058590451032411076,0.05003303804568207
1991-05-07,0.180175,0.16793440079343255,-0.020445627535516535,0.03268622674208399
1991-05-14,0.10455,0.1667165159175012,-0.05674478222720194,-0.005421733690299246
1991-05-21,0.1335667,0.16547869128831846,-0.005989612404259644,-0.025922378884058822
1991-05-28,0.1594667,0.16422180999720543,0.01857637476830083,-0.023331484765506255
1991-06-04,0.087,0.16294777704231614,-0.03307754730594437,-0.04287022973637178
1991-06-11,0.1564667,0.1616576092693909,-0.054318292457302915,0.04912738318791199
1991-06-18,0.09235,0.16035168260860763,-0.07385794824516832,0.005856265636560692
