weekofyear,seasonal_mean,seasonal_abs_mean
1,0.06487733124065945,0.06487733124065945
2,0.10192582712913859,0.10192582712913859
3,0.34403573717292263,0.34403573717292263
4,0.029423963014350955,0.029423963014350955
5,0.08498079633838715,0.08498079633838715
6,-0.5825489406193916,0.5825489406193916
7,-0.8619511105657652,0.8619511105657652
8,0.3948922048339499,0.3948922048339499
9,0.13423129814849696,0.13423129814849696
10,-0.0775182923324733,0.0775182923324733
11,-0.5818999892663876,0.5818999892663876
12,-0.021722233328792695,0.021722233328792695
13,-0.6368050420578732,0.6368050420578732
14,-0.3801547861359477,0.3801547861359477
15,-0.4466582820489915,0.4466582820489915
16,-0.6898127199964863,0.6898127199964863
17,-0.4845858825851552,0.4845858825851552
18,-0.7493431197293724,0.7493431197293724
19,-1.2649806108180432,1.2649806108180432
20,-1.6906329205483064,1.6906329205483064
21,-0.9289975174191174,0.9289975174191174
22,-0.7724191344589335,0.7724191344589335
23,-1.39808244713516,1.39808244713516
24,-1.744688497286259,1.744688497286259
25,-1.5000438438025248,1.5000438438025248
26,-1.6394425747810253,1.6394425747810253
27,-1.3537568769996091,1.3537568769996091
28,-1.282744034197591,1.282744034197591
29,-0.9934601775401225,0.9934601775401225
30,-0.6843522584132293,0.6843522584132293
31,-0.46988703598545917,0.46988703598545917
32,-0.15270556638178262,0.15270556638178262
33,0.329679532810075,0.329679532810075
34,0.7972038847748031,0.7972038847748031
35,0.9391919659499385,0.9391919659499385
36,0.6192486575428637,0.6192486575428637
37,1.200331161814654,1.200331161814654
38,1.2015313503445122,1.2015313503445122
39,1.564670710021758,1.564670710021758
40,1.26589811165277,1.26589811165277
41,1.6417980716903808,1.6417980716903808
42,1.221840856243855,1.221840856243855
43,1.214151074799655,1.214151074799655
44,1.2018344052984407,1.2018344052984407
45,1.297945817004906,1.297945817004906
46,1.563774403811389,1.563774403811389
47,1.5379862360024394,1.5379862360024394
48,1.0320660286020722,1.0320660286020722
49,0.9064632353155219,0.9064632353155219
50,0.7822888447190705,0.7822888447190705
51,0.2691030396261706,0.2691030396261706
52,-0.08330794864293521,0.08330794864293521
53,0.2208341481259149,0.2208341481259149
