weekofyear,seasonal_mean,seasonal_abs_mean
1,-0.018908438890501113,0.018908438890501113
2,-0.003277217676964321,0.003277217676964321
3,-0.01449737624861407,0.01449737624861407
4,-0.01597637465576251,0.01597637465576251
5,-0.06650713630075404,0.06650713630075404
6,-0.06863516560690282,0.06863516560690282
7,-0.027680177978518246,0.027680177978518246
8,-0.05371482320652028,0.05371482320652028
9,-0.03213380911639692,0.03213380911639692
10,-0.03853816050402161,0.03853816050402161
11,-0.016949615056846203,0.016949615056846203
12,-0.00888434571202339,0.00888434571202339
13,-0.039634494170457724,0.039634494170457724
14,-0.03128014839187894,0.03128014839187894
15,-0.011637509990071682,0.011637509990071682
16,-0.005950815171464379,0.005950815171464379
17,-0.014019427910742104,0.014019427910742104
18,-0.02922142280267373,0.02922142280267373
19,-0.06514058059339269,0.06514058059339269
20,-0.022251428716385132,0.022251428716385132
21,-0.025589969977612714,0.025589969977612714
22,-0.05882070781036687,0.05882070781036687
23,-0.05989690726405923,0.05989690726405923
24,-0.008940931996166659,0.008940931996166659
25,-0.02943628034543553,0.02943628034543553
26,-0.02274530117302307,0.02274530117302307
27,-0.02457996579149535,0.02457996579149535
28,-0.027434793928623837,0.027434793928623837
29,-0.02814975203193177,0.02814975203193177
30,0.047865583900279,0.047865583900279
31,0.055289023245764936,0.055289023245764936
32,0.03103617785068421,0.03103617785068421
33,0.07539834384308075,0.07539834384308075
34,0.06226885028063837,0.06226885028063837
35,0.05011617626220301,0.05011617626220301
36,0.05992327014974878,0.05992327014974878
37,0.013665578100628326,0.013665578100628326
38,0.060999086199801336,0.060999086199801336
39,0.04975497751130377,0.04975497751130377
40,0.01896931858275199,0.01896931858275199
41,-0.0033210781408370216,0.0033210781408370216
42,0.01888626576334876,0.01888626576334876
43,0.02870445341919516,0.02870445341919516
44,0.034302184582812714,0.034302184582812714
45,0.07958146229654571,0.07958146229654571
46,0.04050635864621187,0.04050635864621187
47,-0.014553296358124319,0.014553296358124319
48,0.042345492232197836,0.042345492232197836
49,0.0711968909363048,0.0711968909363048
50,0.015212027554938232,0.015212027554938232
51,-0.017582878996905728,0.017582878996905728
52,0.004892948116832706,0.004892948116832706
53,-0.05550740145730226,0.05550740145730226
