weekofyear,seasonal_mean,seasonal_abs_mean
1,-1.4320521206174956,1.4320521206174956
2,-1.6434305585796927,1.6434305585796927
3,-2.095220431601871,2.095220431601871
4,-2.0121406249815106,2.0121406249815106
5,-2.167846622447397,2.167846622447397
6,-2.103881883728233,2.103881883728233
7,-2.0356666659328004,2.0356666659328004
8,-1.8344649179524342,1.8344649179524342
9,-1.7842977500732333,1.7842977500732333
10,-1.69381972385115,1.69381972385115
11,-1.3124457403062246,1.3124457403062246
12,-1.4359158601361186,1.4359158601361186
13,-1.0700799292363508,1.0700799292363508
14,-1.0669907090532489,1.0669907090532489
15,-0.897004864020693,0.897004864020693
16,-0.7706880897477569,0.7706880897477569
17,-0.5056146028982602,0.5056146028982602
18,-0.016348217123193075,0.016348217123193075
19,0.02383326298727288,0.02383326298727288
20,0.18244298967507178,0.18244298967507178
21,0.7182854071599716,0.7182854071599716
22,0.8469367752594346,0.8469367752594346
23,0.9298382714664132,0.9298382714664132
24,1.1345322429927114,1.1345322429927114
25,1.152873004836425,1.152873004836425
26,1.3582829709358242,1.3582829709358242
27,1.5597909880110057,1.5597909880110057
28,1.110908523301724,1.110908523301724
29,1.3786094007397705,1.3786094007397705
30,1.09548106881697,1.09548106881697
31,1.172541470845735,1.172541470845735
32,1.3355050137709479,1.3355050137709479
33,1.3129237793537472,1.3129237793537472
34,1.4278562457767647,1.4278562457767647
35,1.1596834012867359,1.1596834012867359
36,1.2874365743304805,1.2874365743304805
37,1.5573284683701694,1.5573284683701694
38,1.4876260402689523,1.4876260402689523
39,1.4400322037680142,1.4400322037680142
40,1.444586708092114,1.444586708092114
41,1.219124902140047,1.219124902140047
42,1.0342446672861145,1.0342446672861145
43,0.8936843776038356,0.8936843776038356
44,0.8061831779575455,0.8061831779575455
45,0.42127761690910176,0.42127761690910176
46,0.14348267849976348,0.14348267849976348
47,0.21312414689757597,0.21312414689757597
48,-0.3967498176658087,0.3967498176658087
49,-0.6463340221450972,0.6463340221450972
50,-0.9498130354974198,0.9498130354974198
51,-0.8339033078401292,0.8339033078401292
52,-0.9338955711977924,0.9338955711977924
53,-1.3101776723617122,1.3101776723617122
