weekofyear,seasonal_mean,seasonal_abs_mean
1,0.646553637982198,0.646553637982198
2,0.7511970805005339,0.7511970805005339
3,0.9847728182664351,0.9847728182664351
4,0.9609283781881409,0.9609283781881409
5,0.8296541312847777,0.8296541312847777
6,0.6696119797724455,0.6696119797724455
7,0.9396290047452751,0.9396290047452751
8,0.15785519200421444,0.15785519200421444
9,1.2209499940060209,1.2209499940060209
10,1.1803799568155902,1.1803799568155902
11,0.40089241198442804,0.40089241198442804
12,0.5541116993683234,0.5541116993683234
13,0.7510778434205523,0.7510778434205523
14,0.6705959398823061,0.6705959398823061
15,0.2990946149731529,0.2990946149731529
16,0.46360683368068384,0.46360683368068384
17,0.8093774511890783,0.8093774511890783
18,0.4562735112524214,0.4562735112524214
19,-0.24248258821684612,0.24248258821684612
20,-0.2974933051852215,0.2974933051852215
21,-1.1768192220112579,1.1768192220112579
22,-1.191668463676964,1.191668463676964
23,-1.2905453778025955,1.2905453778025955
24,-1.14396920551935,1.14396920551935
25,-1.1169046101834341,1.1169046101834341
26,-1.7447803057542615,1.7447803057542615
27,-1.3231586438609166,1.3231586438609166
28,-1.550194971263463,1.550194971263463
29,-1.6379626175518787,1.6379626175518787
30,-2.3333069304244,2.3333069304244
31,-1.9452126599883033,1.9452126599883033
32,-1.7607733031330717,1.7607733031330717
33,-1.3259448910671665,1.3259448910671665
34,-1.1503108730459046,1.1503108730459046
35,-0.5179262900847441,0.5179262900847441
36,-0.23277912434033715,0.23277912434033715
37,-0.6226714203681306,0.6226714203681306
38,-0.6190426461213905,0.6190426461213905
39,-0.4798120560056387,0.4798120560056387
40,0.22244426751660504,0.22244426751660504
41,0.1824098904347592,0.1824098904347592
42,-0.0923974081623491,0.0923974081623491
43,-0.0318166229549559,0.0318166229549559
44,0.41435262779924675,0.41435262779924675
45,0.5051250013432956,0.5051250013432956
46,1.184721573736645,1.184721573736645
47,1.4564495130885093,1.4564495130885093
48,1.3060030131425164,1.3060030131425164
49,1.0982701563961454,1.0982701563961454
50,1.4934988561119433,1.4934988561119433
51,1.6676646660802956,1.6676646660802956
52,1.3993129676954918,1.3993129676954918
53,0.7733780748140859,0.7733780748140859
