weekofyear,seasonal_mean,seasonal_abs_mean
1,0.8496613893524788,0.8496613893524788
2,0.6548677309737225,0.6548677309737225
3,0.6266703096154939,0.6266703096154939
4,0.504274782549975,0.504274782549975
5,0.42528312664647966,0.42528312664647966
6,0.46913281423872116,0.46913281423872116
7,0.3532278408518111,0.3532278408518111
8,0.22807102487833567,0.22807102487833567
9,0.11564986127178634,0.11564986127178634
10,0.3661318184026469,0.3661318184026469
11,0.3895142046113715,0.3895142046113715
12,0.3311056094246271,0.3311056094246271
13,0.3572733701295423,0.3572733701295423
14,0.44797638631174974,0.44797638631174974
15,0.09638684846311604,0.09638684846311604
16,0.30695388738405766,0.30695388738405766
17,0.46862236707661575,0.46862236707661575
18,0.1856262470372561,0.1856262470372561
19,-0.01992094113352924,0.01992094113352924
20,-0.43998065649237617,0.43998065649237617
21,0.2883771541744101,0.2883771541744101
22,-0.05211942876443396,0.05211942876443396
23,-0.7534658499198275,0.7534658499198275
24,-0.5480122221186918,0.5480122221186918
25,-0.4222214887335167,0.4222214887335167
26,-1.4252821701709841,1.4252821701709841
27,-0.2601270512901998,0.2601270512901998
28,-0.2622458285087823,0.2622458285087823
29,-0.8175150974900836,0.8175150974900836
30,-1.6152068659874133,1.6152068659874133
31,-1.9014766344401512,1.9014766344401512
32,-1.9252884595607866,1.9252884595607866
33,-0.697264839770483,0.697264839770483
34,-0.6023578155526171,0.6023578155526171
35,-0.48776230242273966,0.48776230242273966
36,-0.18393370290192632,0.18393370290192632
37,-0.3707230126686235,0.3707230126686235
38,-0.40283016590356907,0.40283016590356907
39,-0.4256620966790498,0.4256620966790498
40,-0.19002014842633702,0.19002014842633702
41,0.2161152125603528,0.2161152125603528
42,0.37577806715251205,0.37577806715251205
43,0.21659514931640386,0.21659514931640386
44,0.34670314778792855,0.34670314778792855
45,0.4782188759857656,0.4782188759857656
46,0.37983530734976945,0.37983530734976945
47,0.6850842602219608,0.6850842602219608
48,0.6677980916253017,0.6677980916253017
49,0.8169957568941321,0.8169957568941321
50,0.7504318661716487,0.7504318661716487
51,0.7862805271161262,0.7862805271161262
52,0.6500153436474045,0.6500153436474045
53,0.49861824423913415,0.49861824423913415
